0	1	2	3
Graveness	-1.5	0.67082	[-1, -2, -2, -3, -2, -1, -1, -1, -1, -1]
graver	-1.1	1.22066	[0, -2, -1, 0, 0, -2, -1, 0, -4, -1]
gravadores	-1.2	1.6	[-4, 0, -2, 0, -2, -2, -2, 0, 2, -2]
sepulturas	-1.2	1.07703	[0, 0, -1, -1, -2, -1, -1, -1, -4, -1]
sepultura	-0.8	0.6	[-1, -1, -1, 0, 0, 0, -1, -2, -1, -1]
sepulcros	-1.6	1.2	[-2, -1, 0, -3, -1, 0, -1, -2, -2, -4]
mais graves	-1.3	1.9	[-3, -1, -2, -2, 1, 1, -2, 2, -3, -4]
lápide	-0.7	0.78102	[0, -1, 0, -1, -1, -2, 0, 0, -2, 0]
lápides	-0.5	0.5	[-1, -1, 0, -1, -1, -1, 0, 0, 0, 0]
cemitério	-1.2	0.87178	[0, 0, -1, -2, -1, -1, -2, -1, -3, -1]
cemitérios	-1.2	0.87178	[0, -1, -3, -1, -1, -2, 0, -1, -2, -1]
grande	3.1	0.7	[2, 4, 4, 4, 3, 3, 3, 3, 2, 3]
maior	1.5	0.67082	[2, 1, 2, 1, 2, 2, 2, 1, 0, 2]
maior	3.2	0.74833	[3, 4, 3, 3, 3, 4, 4, 2, 2, 4]
ganância	-1.7	1.61555	[-2, -1, -2, -1, -2, -4, -1, 2, -4, -2]
mais ganancioso	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -2, -1, -1, -3]
mais guloso	-2.8	0.87178	[-3, -4, -3, -2, -2, -4, -4, -2, -2, -2]
gananciosamente	-1.9	1.22066	[-2, -1, -3, -3, -3, -2, -1, -2, 1, -3]
avareza	-1.7	1.00499	[-2, -1, -2, -1, -2, -4, -1, 0, -2, -2]
ganância	-1.0	1.18322	[-1, -2, -2, -2, -2, -2, 1, 0, -1, 1]
ganancioso	-1.3	1.48661	[-2, -2, -2, -2, -3, -2, 2, -1, -2, 1]
greenwash	-1.8	1.4	[-1, 0, -2, -2, -3, -4, 0, 0, -3, -3]
greenwashing	-0.4	0.91652	[-1, 0, 0, 1, 1, -2, -1, -1, 0, -1]
saudar	1.3	0.64031	[1, 1, 1, 1, 0, 2, 2, 2, 2, 1]
saudado	1.1	0.9434	[2, 0, 0, 1, 1, 1, 0, 2, 1, 3]
saudação	1.6	0.4899	[2, 1, 2, 2, 1, 2, 2, 1, 1, 2]
saudações	1.8	1.07703	[1, 2, 3, 3, 1, 1, 1, 4, 1, 1]
saudações	0.6	0.66332	[0, 0, 2, 0, 1, 1, 0, 1, 1, 0]
cinzento	0.2	0.4	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]
luto	-2.2	0.6	[-2, -1, -3, -2, -3, -3, -2, -2, -2, -2]
queixa	-2.1	0.53852	[-2, -2, -3, -2, -2, -3, -2, -1, -2, -2]
queixas	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -2, -1]
grievant	-0.8	1.249	[-2, 1, -1, -2, -1, 2, -2, -1, -1, -1]
lamentos	-1.1	0.83066	[-1, -1, -1, -1, -1, -1, 0, -2, 0, -3]
lamentar	-1.6	1.49666	[-2, -3, -1, -3, 1, -3, -1, -2, 1, -3]
aflito	-2.0	0.89443	[-3, -3, -3, -2, -2, -3, -1, -1, -1, -1]
griever	-1.9	0.83066	[-2, -2, -3, -2, -3, -3, -1, -1, -1, -1]
lamentadores	-0.3	1.55242	[-1, 2, -2, -1, 1, -2, 2, -2, 1, -1]
mágoas	-2.1	0.9434	[-3, -3, -3, -2, -3, -3, -1, -1, -1, -1]
de luto	-2.3	1.1	[-2, -4, -2, -3, -3, 0, -3, -2, -1, -3]
grave	-2.0	1.84391	[-3, -4, -2, -3, -1, 3, -2, -3, -2, -3]
gravemente	-1.7	1.55242	[-3, -1, -4, -2, -2, 1, -3, 1, -2, -2]
luto	-2.7	0.78102	[-3, -3, -3, -2, -3, -4, -2, -1, -3, -3]
grim	-2.7	0.64031	[-2, -4, -3, -3, -2, -2, -3, -3, -2, -3]
queixa	-1.0	2.14476	[-4, -3, -2, -2, 2, -1, -1, -3, 2, 2]
grimaced	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -1, -3, -1, -2]
trejeitos	-1.8	0.74833	[-1, -2, -1, -2, -2, -1, -3, -3, -1, -2]
grimacing	-1.4	1.56205	[-3, -2, -3, -3, -1, -1, 1, 0, 1, -3]
grimalkin	-0.9	1.04403	[-1, -2, -1, 1, -2, -2, -1, -1, 1, -1]
grimalkins	-0.9	0.9434	[0, 0, 0, -2, -1, -1, -1, 0, -3, -1]
grime	-1.5	0.92195	[-1, -2, -1, -1, -1, -3, 0, -2, -1, -3]
tingido	-1.2	0.74833	[-2, -2, 0, -2, -1, -1, -1, -2, -1, 0]
grimes	-1.0	0.7746	[-2, -2, 0, 0, -1, -1, -1, -2, -1, 0]
grimier	-1.6	1.0198	[-1, -2, -2, -2, -1, 0, -4, -1, -1, -2]
grimiest	-0.7	2.05183	[-2, -3, 1, -3, 2, -2, -2, -2, 2, 2]
grimily	-0.7	1.61555	[-2, -1, -1, -2, -2, 2, -2, 2, 1, -2]
Sombrio	-1.6	0.4899	[-1, -2, -2, -2, -1, -2, -2, -1, -1, -2]
tedioso	-0.7	1.55242	[-3, -1, -1, -2, 0, 2, -1, -2, -1, 2]
grimly	-1.3	1.55242	[-2, -1, 2, -2, -2, -1, -3, -3, 1, -2]
grimmer	-1.5	1.36015	[1, -2, -3, 1, -2, -1, -2, -2, -3, -2]
grimmest	-0.8	1.72047	[-2, -1, -3, 0, -2, -1, 0, 2, 2, -3]
tristeza	-0.8	1.98997	[2, -2, -3, -2, -3, 2, -1, 1, 1, -3]
sujo	-1.8	0.87178	[-2, -2, -2, -1, -1, -3, 0, -2, -2, -3]
sorriso	2.1	0.83066	[2, 4, 2, 2, 2, 1, 2, 3, 1, 2]
sorrido	1.1	0.9434	[1, 1, 2, 1, 3, 1, -1, 1, 1, 1]
sorridente	1.1	0.83066	[1, 1, 2, 2, 2, 1, -1, 1, 1, 1]
sorridentes	1.6	0.8	[2, 2, 2, 3, 1, 0, 2, 2, 1, 1]
sorridente	1.5	1.0247	[3, 2, 2, 1, 1, -1, 1, 2, 2, 2]
sorrisos	0.9	1.92094	[1, 4, -3, 1, 2, 1, 2, -2, 2, 1]
bruto	-2.1	1.51327	[-1, -3, -2, -3, -3, -3, -3, 2, -2, -3]
bruto	-0.4	1.11355	[-1, -2, -1, -2, 0, 0, 1, 1, 1, -1]
mais bruto	-0.3	1.41774	[1, -2, -1, -2, 0, -1, 1, 2, 1, -2]
brutos	-0.8	1.77764	[-2, -2, 3, -2, -3, -1, 1, -1, 1, -2]
mais bruto	-2.1	0.83066	[-2, -1, -2, -3, -3, -1, -3, -3, -1, -2]
Grossing	-0.3	1.79165	[-1, -3, -1, 1, 0, -1, -3, 1, 1, 3]
grosseiramente	-0.9	1.44568	[1, -2, 0, -3, -1, -2, 1, 1, -2, -2]
grosseria	-1.8	0.6	[-2, -2, -1, -1, -1, -3, -2, -2, -2, -2]
grossular	-0.3	1.34536	[0, -2, 0, -1, -2, -1, 0, 0, 0, 3]
grossularite	-0.1	1.13578	[2, 0, 0, 0, 0, -3, 0, 0, 0, 0]
grossularites	-0.7	1.26886	[0, -4, -1, -2, 0, 0, 0, 0, 0, 0]
grossulars	-0.3	0.45826	[0, 0, 0, 0, -1, -1, 0, 0, 0, -1]
grouch	-2.2	0.87178	[-2, -3, -3, -3, -2, -1, -3, -1, -1, -3]
apalpado	-0.8	0.9798	[-2, -1, -2, -2, 1, -1, 0, 0, 0, -1]
grouches	-0.9	1.13578	[-2, -1, -2, -1, -1, -1, -1, 2, 0, -2]
grouchier	-2.0	0.63246	[-2, -3, -3, -2, -2, -2, -2, -1, -2, -1]
mais grouchiest	-2.3	0.78102	[-3, -3, -2, -2, -1, -3, -1, -3, -3, -2]
de forma grotesca	-1.4	1.56205	[-2, -1, -2, -3, -3, 2, -2, -2, 1, -2]
grouchiness	-2.0	0.7746	[-2, -2, -3, -2, -3, -2, -2, 0, -2, -2]
resmungo	-1.7	1.1	[-1, -3, -2, 1, -2, -3, -2, -1, -2, -2]
mal-humorada	-1.9	0.7	[-1, -3, -2, -2, -1, -3, -1, -2, -2, -2]
em crescimento	0.7	0.64031	[0, 1, 1, 2, 1, 0, 0, 1, 1, 0]
crescimento	1.6	1.0198	[2, 0, 3, 0, 2, 3, 1, 1, 2, 2]
garantia	1.0	1.0	[2, 3, 1, 0, 2, 0, 1, 0, 0, 1]
culpabilidade	-1.1	1.22066	[-1, -3, 2, -1, -1, -2, -1, -2, -1, -1]
guiltier	-2.0	0.63246	[-2, -1, -3, -1, -3, -2, -2, -2, -2, -2]
guiltiest	-1.7	1.79165	[-3, -2, -2, -4, -1, -2, 3, -1, -3, -2]
guiltily	-1.1	1.57797	[-3, -1, -1, -2, 0, -2, 3, -2, -1, -2]
guiltiness	-1.8	0.6	[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]
sem culpa	0.8	1.53623	[3, 2, 1, 2, -2, 1, 1, -2, 1, 1]
sem culpa	0.7	1.18743	[-1, 1, -2, 2, 1, 1, 1, 1, 2, 1]
sem culpa	0.6	1.42829	[1, 1, -1, -1, -1, 1, 2, 3, -1, 2]
guilts	-1.4	0.66332	[-1, -2, -1, -1, -3, -1, -1, -2, -1, -1]
culpado	-1.8	0.6	[-1, -2, -2, -3, -2, -2, -1, -2, -2, -1]
credulidade	-1.6	0.66332	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -3]
crédulo	-1.5	0.67082	[-1, -2, -2, -1, -1, -3, -2, -1, -1, -1]
arma	-1.4	1.49666	[0, -4, 0, -3, 0, -3, -2, 0, -2, 0]
h8	-2.7	1.00499	[-4, -3, -4, -1, -1, -3, -3, -3, -2, -3]
ha	1.4	0.8	[1, 0, 1, 1, 3, 2, 2, 1, 2, 1]
hackeado	-1.7	1.00499	[-2, -1, -2, -4, 0, -2, -2, -1, -1, -2]
haha	2.0	0.89443	[1, 1, 2, 3, 2, 1, 4, 2, 2, 2]
hahaha	2.6	1.0198	[2, 4, 2, 4, 1, 2, 3, 4, 2, 2]
hahas	1.8	0.9798	[1, 2, 2, 4, 3, 2, 1, 1, 1, 1]
saudar	0.3	0.9	[0, 0, 0, 2, 0, 0, 2, 0, -1, 0]
aclamado	0.9	0.83066	[1, 2, 1, 1, 0, 0, 0, 2, 2, 0]
aleluia	3.0	0.7746	[3, 4, 3, 1, 3, 3, 3, 3, 3, 4]
bonitão	2.2	0.74833	[2, 2, 2, 2, 2, 3, 4, 1, 2, 2]
lindamente	1.9	0.7	[1, 3, 1, 1, 2, 2, 2, 2, 2, 3]
bonecas	2.4	1.28062	[2, 4, 1, 4, 0, 2, 4, 3, 2, 2]
handsomer	2.0	0.63246	[2, 3, 2, 2, 2, 2, 1, 3, 1, 2]
mais bonito	2.6	0.91652	[3, 2, 1, 2, 3, 4, 4, 3, 2, 2]
desafortunado	-1.4	1.11355	[-3, -1, -1, -1, -2, -1, 1, -2, -3, -1]
haplessness	-1.4	1.0198	[-1, -2, 0, -1, -1, -1, -1, -2, -1, -4]
mais feliz	2.4	0.66332	[3, 1, 2, 3, 2, 2, 3, 3, 3, 2]
mais feliz	3.2	0.74833	[4, 3, 2, 4, 4, 3, 3, 3, 2, 4]
alegremente	2.6	0.91652	[4, 1, 2, 4, 2, 3, 2, 2, 3, 3]
felicidade	2.6	0.4899	[2, 3, 3, 3, 3, 2, 2, 3, 2, 3]
feliz	1.1	0.83066	[1, 1, 1, 0, 2, 2, 0, 2, 0, 2]
feliz	2.7	0.9	[2, 2, 2, 4, 2, 4, 3, 4, 2, 2]
assediar	-2.2	0.6	[-2, -3, -2, -2, -2, -3, -2, -3, -1, -2]
molestado	-2.5	0.80623	[-4, -2, -3, -3, -2, -2, -3, -2, -3, -1]
assediador	-2.4	0.8	[-3, -2, -2, -3, -2, -2, -4, -2, -3, -1]
assediadores	-2.8	0.6	[-3, -3, -2, -2, -3, -3, -3, -4, -2, -3]
assedia	-2.5	0.80623	[-3, -3, -2, -3, -2, -2, -4, -2, -3, -1]
assediando	-2.5	1.62788	[-2, -4, -3, -4, -3, -3, 2, -2, -3, -3]
assédio	-2.5	0.67082	[-2, -3, -2, -2, -3, -2, -4, -3, -2, -2]
assédios	-2.6	0.4899	[-3, -3, -2, -3, -2, -3, -3, -2, -2, -3]
hard	-0.4	1.2	[0, -1, 0, -1, 0, 1, -2, -1, -2, 2]
hardier	-0.6	1.68523	[-3, -2, -2, 1, 1, 2, 1, 0, -2, -2]
dificuldade	-1.3	1.84662	[-2, 2, -4, -1, -2, -3, -1, -2, 2, -2]
hardy	1.7	1.00499	[1, 2, 1, 0, 2, 2, 4, 1, 2, 2]
danos	-2.5	0.80623	[-2, -2, -2, -3, -2, -1, -3, -3, -3, -4]
prejudicado	-2.1	0.83066	[-1, -4, -2, -2, -2, -2, -1, -2, -3, -2]
nocivamente	-2.6	0.91652	[-3, -4, -3, -1, -3, -3, -3, -3, -1, -2]
nocividade	-2.6	0.8	[-3, -1, -3, -3, -3, -2, -4, -2, -2, -3]
prejudicial	-2.6	0.66332	[-3, -3, -2, -2, -3, -3, -2, -2, -2, -4]
inofensivo	1.0	0.7746	[2, 1, 1, 1, 1, 0, 0, 2, 0, 2]
inofensivamente	1.4	1.2	[4, 0, 1, 0, 1, 1, 1, 2, 3, 1]
inofensividade	0.8	1.16619	[1, 2, 0, 1, 0, 1, 2, 1, 2, -2]
harmónico	1.8	0.87178	[2, 1, 2, 3, 0, 1, 3, 2, 2, 2]
harmónica	0.6	0.8	[0, 1, 0, 0, 0, 2, 1, 0, 2, 0]
de forma harmoniosa	2.1	1.13578	[3, 3, 4, 1, 0, 1, 2, 2, 2, 3]
harmónicas	0.1	0.3	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
harmonicista	0.5	0.92195	[0, 0, 0, 0, 1, 0, 0, 0, 1, 3]
harmonicistas	0.9	1.3	[2, 1, 0, 0, 2, 0, 0, 0, 4, 0]
harmónicas	1.5	1.0247	[2, 2, 2, 0, 0, 2, 3, 2, 0, 2]
harmonias	1.3	0.9	[2, 0, 2, 1, 2, 2, 0, 2, 0, 2]
harmoniosos	2.0	1.09545	[3, 4, 2, 2, 2, 0, 2, 3, 1, 1]
harmoniosamente	1.9	0.9434	[4, 2, 2, 1, 2, 1, 1, 3, 2, 1]
harmonia	1.8	0.6	[1, 2, 2, 2, 2, 1, 2, 3, 2, 1]
harmonizar	1.8	0.74833	[1, 1, 2, 3, 2, 1, 1, 3, 2, 2]
harmonizado	1.3	0.9	[2, 3, 2, 0, 2, 1, 1, 1, 1, 0]
harmonizando	1.4	0.66332	[1, 2, 1, 1, 2, 1, 1, 1, 1, 3]
harmonium	0.9	1.22066	[0, 3, 0, 2, 3, 0, 0, 0, 0, 1]
harmoniums	0.8	0.9798	[0, 0, 0, 2, 0, 2, 0, 2, 2, 0]
harmonização	1.9	0.83066	[3, 1, 2, 2, 2, 2, 3, 0, 2, 2]
harmonizações	0.9	0.9434	[0, 0, 2, 0, 2, 2, 0, 2, 1, 0]
harmonizar	1.7	0.78102	[3, 2, 2, 1, 2, 2, 0, 1, 2, 2]
harmonizado	1.6	0.91652	[1, 2, 1, 1, 2, 2, 3, 3, 0, 1]
harmonizador	1.6	0.8	[1, 2, 1, 1, 2, 2, 2, 3, 0, 2]
harmonizadores	1.6	1.11355	[2, 2, 2, 1, 2, 0, 4, 0, 2, 1]
harmoniza	1.5	0.92195	[0, 2, 2, 2, 0, 1, 1, 2, 3, 2]
harmonizando	1.4	0.66332	[0, 1, 1, 2, 2, 1, 2, 2, 1, 2]
harmonia	1.7	0.45826	[2, 2, 2, 2, 1, 2, 2, 2, 1, 1]
prejudica	-2.2	1.6	[2, -3, -2, -2, -3, -2, -4, -4, -2, -2]
preocupado	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -1, -1, -1, -2]
duro	-1.9	0.7	[-1, -1, -2, -2, -1, -3, -3, -2, -2, -2]
mais duro	-2.2	0.6	[-2, -3, -2, -3, -2, -2, -1, -3, -2, -2]
mais duro	-2.9	0.83066	[-4, -2, -2, -2, -2, -3, -3, -4, -4, -3]
ódio	-2.7	1.00499	[-4, -3, -4, -4, -2, -2, -2, -2, -1, -3]
odiado	-3.2	0.6	[-3, -3, -4, -3, -2, -3, -3, -4, -4, -3]
odioso	-2.2	1.249	[-3, 1, -3, -3, -1, -2, -2, -3, -3, -3]
odiosamente	-2.3	0.78102	[-1, -3, -3, -3, -1, -2, -2, -2, -3, -3]
ódio	-3.6	0.4899	[-4, -4, -3, -3, -3, -4, -4, -4, -4, -3]
odiar	-1.8	0.6	[-2, -1, -2, -2, -2, -1, -1, -2, -2, -3]
detratores	-2.2	0.6	[-2, -1, -3, -2, -3, -2, -3, -2, -2, -2]
odeia	-1.9	0.7	[-2, -1, -2, -2, -3, -1, -1, -2, -2, -3]
odiar	-2.3	1.1	[-4, -3, -4, -1, -2, -2, -1, -2, -1, -3]
ódio	-3.2	0.9798	[-1, -3, -2, -4, -3, -3, -4, -4, -4, -4]
assombrar	-1.7	1.00499	[-1, -1, -3, -1, -2, -2, -1, -4, -1, -1]
assombrado	-2.1	0.7	[-2, -2, -1, -3, -3, -2, -2, -3, -1, -2]
assombroso	-1.1	0.83066	[-3, 0, -2, -1, 0, -1, -1, -1, -1, -1]
assombra	-1.0	1.41421	[0, -2, -2, -2, -2, -1, 2, -2, 1, -2]
caos	-2.9	0.7	[-2, -4, -4, -3, -2, -3, -3, -3, -2, -3]
saudável	1.7	0.9	[1, 3, 1, 1, 3, 3, 1, 2, 1, 1]
mágoa	-2.7	0.78102	[-1, -3, -3, -3, -2, -4, -2, -3, -3, -3]
quebra-corações	-2.2	1.07703	[-2, -3, 0, -3, -2, -1, -4, -3, -2, -2]
quebra-corações	-2.1	0.9434	[-3, -2, -3, -2, -1, -1, -4, -1, -2, -2]
desolador	-2.0	1.73205	[-3, -1, -3, -3, -4, 2, -3, -2, 0, -3]
desoladoramente	-1.8	2.08806	[-3, 3, 1, -3, -3, -2, -3, -3, -4, -1]
mágoas	-1.8	1.77764	[-2, 1, -3, -2, -3, -2, -3, 2, -4, -2]
com o coração partido	-3.3	0.45826	[-4, -3, -3, -4, -3, -3, -4, -3, -3, -3]
sentido	2.5	0.5	[3, 3, 2, 3, 2, 2, 3, 2, 2, 3]
sem coração	-2.2	0.74833	[-2, -2, -2, -4, -2, -1, -2, -3, -2, -2]
sem coração	-2.8	0.6	[-3, -2, -3, -3, -2, -3, -4, -2, -3, -3]
sem coração	-2.8	0.87178	[-3, -3, -2, -3, -4, -4, -1, -3, -2, -3]
de aquecimento do coração	2.1	1.22066	[3, 2, 3, 3, 2, 2, 3, 3, -1, 1]
céu	2.3	1.18743	[1, 1, 2, 4, 3, 3, 3, 4, 1, 1]
mais celeste	3.0	0.63246	[3, 2, 3, 3, 4, 3, 3, 4, 2, 3]
mais celestiais	2.7	1.1	[3, 2, 3, 4, 2, 4, 3, 0, 3, 3]
a cegueira	2.7	0.9	[3, 2, 1, 4, 3, 2, 3, 4, 3, 2]
a cegueira	2.3	2.2383	[4, 4, 4, 3, -2, 3, 3, 4, -2, 2]
paradisíaco	3.0	0.63246	[3, 3, 3, 3, 2, 3, 3, 4, 2, 4]
céus	1.7	1.18743	[4, 0, 1, 2, 0, 3, 2, 2, 2, 1]
Heavenward	1.4	1.35647	[0, 3, 0, 4, 1, 2, 2, 0, 2, 0]
para o céu	1.2	1.32665	[1, 4, 0, 0, 2, 1, 1, 0, 3, 0]
heavyhearted	-2.1	0.83066	[-2, -3, -3, -2, -3, -1, -1, -1, -2, -3]
heh	-0.6	1.28062	[0, 1, -1, 1, -1, -2, -1, -3, 1, -1]
inferno	-3.6	0.66332	[-4, -4, -4, -4, -4, -2, -3, -4, -3, -4]
infernal	-3.2	0.74833	[-3, -3, -2, -2, -4, -3, -4, -4, -3, -4]
ajuda	1.7	0.78102	[3, 2, 1, 2, 1, 2, 3, 1, 1, 1]
helper	1.4	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
ajudantes	1.1	0.83066	[1, 1, 0, 2, 1, 1, 1, 1, 3, 0]
útil	1.8	0.87178	[2, 1, 3, 1, 1, 3, 1, 2, 3, 1]
helpfully	2.3	0.9	[1, 2, 2, 3, 2, 3, 3, 2, 4, 1]
ajuda	1.9	1.13578	[1, 4, 1, 2, 2, 1, 1, 2, 4, 1]
ajuda	1.2	0.6	[2, 1, 1, 2, 0, 1, 1, 1, 2, 1]
indefeso	-2.0	0.63246	[-2, -3, -2, -2, -2, -3, -1, -2, -1, -2]
sem ajuda	-1.4	0.4899	[-1, -1, -2, -2, -1, -1, -1, -2, -2, -1]
desamparo	-2.1	0.9434	[-2, -4, -1, -2, -1, -3, -3, -2, -1, -2]
helplessnesses	-1.7	0.64031	[-2, -1, -2, -1, -2, -1, -3, -2, -1, -2]
ajuda	1.6	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
herói	2.6	0.8	[2, 3, 2, 2, 4, 4, 2, 3, 2, 2]
heróis	2.3	0.9	[3, 4, 3, 1, 3, 2, 1, 2, 2, 2]
heróico	2.6	0.8	[3, 3, 1, 4, 2, 3, 2, 3, 2, 3]
heróico	2.9	1.04403	[4, 4, 2, 4, 2, 3, 1, 4, 2, 3]
heroicamente	2.4	0.8	[2, 2, 2, 3, 3, 3, 4, 1, 2, 2]
heroicómico	1.0	1.0	[1, 0, 1, 0, 2, 0, 3, 1, 2, 0]
heroicómico	1.1	0.83066	[2, 0, 0, 2, 1, 2, 1, 2, 1, 0]
heroísmo	2.4	0.8	[2, 1, 2, 2, 2, 3, 3, 3, 4, 2]
heroína	-2.2	1.83303	[0, -2, -4, 2, -4, -2, -2, -3, -3, -4]
heroína	2.7	1.1	[0, 2, 4, 4, 3, 3, 3, 3, 2, 3]
heroínas	1.8	1.32665	[2, 1, 1, 4, 3, 1, 0, 3, 3, 0]
heroinismo	-2.0	2.0	[-3, -4, 2, -2, -4, -3, -2, -1, 1, -4]
heroísmo	2.8	0.6	[3, 3, 4, 3, 2, 2, 3, 3, 2, 3]
heroísmos	2.2	0.87178	[3, 1, 2, 4, 3, 2, 2, 2, 1, 2]
heroizar	2.1	0.7	[3, 2, 3, 1, 2, 2, 2, 3, 1, 2]
heroisado	2.0	1.18322	[1, 0, 3, 3, 2, 0, 3, 3, 2, 3]
heroiza	2.2	0.9798	[1, 3, 2, 3, 4, 3, 2, 1, 2, 1]
heroísmo	1.9	1.64012	[2, 3, -2, 2, 4, 3, 2, 2, 3, 0]
garça	0.1	0.3	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
herónias	0.7	1.1	[2, 0, 0, 0, 2, 0, 3, 0, 0, 0]
heronária	0.1	0.9434	[0, 0, 0, 0, 0, 2, 0, 1, -2, 0]
garças	0.5	1.0247	[0, 0, 0, 3, 0, 2, 0, 0, 0, 0]
heros	1.3	1.18743	[3, 0, 0, 2, 0, 2, 2, 3, 1, 0]
hesitação	-0.9	0.3	[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1]
hesitações	-1.0	0.63246	[-1, -1, -1, -2, -1, -1, -2, 0, 0, -1]
hesitação	-0.9	0.53852	[0, -1, 0, -2, -1, -1, -1, -1, -1, -1]
hesitante	-1.0	0.7746	[0, -1, 0, -1, -2, 0, -1, -2, -1, -2]
de forma hesitante	-1.2	0.4	[-1, -1, -2, -1, -1, -1, -1, -2, -1, -1]
hesitar	-1.1	0.53852	[-2, -1, -1, -1, -2, -1, -1, 0, -1, -1]
hesitou	-1.3	0.9	[-1, -2, -1, -2, -2, -2, -1, 1, -1, -2]
hesitante	-1.4	0.66332	[-1, -1, -1, -1, -1, -2, -1, -3, -2, -1]
hesitantes	-1.4	0.4899	[-1, -2, -1, -1, -1, -1, -2, -2, -2, -1]
hesita	-1.4	0.4899	[-1, -1, -1, -2, -1, -2, -1, -2, -2, -1]
hesitante	-1.4	0.66332	[-1, -1, -2, -1, -1, -3, -2, -1, -1, -1]
de forma hesitante	-1.5	0.80623	[-1, -1, -1, -1, -3, -2, -3, -1, -1, -1]
hesitação	-1.1	0.53852	[-2, 0, -1, -1, -1, -1, -1, -2, -1, -1]
hesitações	-1.1	0.53852	[-1, -1, -1, 0, -2, -1, -1, -2, -1, -1]
escondido	-0.4	0.4899	[0, -1, 0, 0, -1, -1, -1, 0, 0, 0]
esconder	-0.7	0.64031	[0, -1, -1, -1, -1, 0, 0, -2, -1, 0]
esconde	-0.7	0.9	[-1, -2, -1, 0, -1, 0, 0, -2, 1, -1]
escondido	-1.2	0.4	[-1, -1, -2, -1, -1, -1, -1, -1, -2, -1]
destaque	1.4	0.91652	[3, 0, 1, 1, 2, 1, 0, 2, 2, 2]
hilariante	1.7	1.41774	[2, 2, 2, 3, 3, 1, -2, 2, 3, 1]
impedimento	-1.7	0.78102	[-2, -3, -2, -1, -1, -1, -3, -1, -2, -1]
embuste	-1.1	1.04403	[-3, -1, -2, -1, 1, -2, -1, -1, -1, 0]
férias	1.7	1.18743	[1, 3, 2, 2, 0, 0, 1, 2, 4, 2]
férias	1.6	1.0198	[2, 0, 1, 2, 3, 0, 1, 2, 3, 2]
saudoso do lar	-0.7	1.67631	[-2, -1, -1, -2, -1, -2, 2, -1, 3, -2]
saudades de casa	-1.8	1.249	[-3, -2, -1, -1, -3, -2, -1, 1, -3, -3]
saudades de casa	-1.8	0.6	[-1, -2, -2, -2, -1, -2, -1, -2, -3, -2]
honesto	2.3	0.9	[3, 2, 1, 2, 3, 1, 2, 3, 2, 4]
honesto	1.9	0.7	[2, 3, 2, 2, 1, 3, 1, 1, 2, 2]
mais honesto	3.0	0.7746	[1, 3, 3, 3, 3, 3, 4, 4, 3, 3]
honestidades	1.8	1.07703	[4, 3, 1, 1, 1, 1, 3, 2, 1, 1]
honestamente	2.0	0.63246	[2, 3, 2, 2, 1, 2, 2, 1, 3, 2]
honestidade	2.2	0.6	[2, 3, 2, 2, 1, 2, 3, 2, 3, 2]
honra	2.2	1.16619	[3, 2, 1, 2, 0, 4, 3, 1, 3, 3]
honorabilidade	2.2	0.4	[3, 3, 2, 2, 2, 2, 2, 2, 2, 2]
honorável	2.5	0.67082	[2, 2, 3, 2, 4, 3, 2, 2, 2, 3]
honorabilidade	2.2	0.87178	[2, 4, 1, 3, 3, 2, 1, 2, 2, 2]
honrosamente	2.4	0.66332	[2, 2, 3, 2, 3, 3, 3, 1, 2, 3]
honoraria	0.6	0.8	[1, 0, 1, 0, 0, 0, 2, 0, 2, 0]
honorários	1.5	1.5	[2, 2, 1, 3, 3, 1, -2, 2, 3, 0]
honoravelmente	1.9	0.7	[2, 2, 3, 1, 2, 1, 2, 1, 3, 2]
honorário	0.7	1.48661	[3, 2, -1, 2, 1, -2, 1, 1, -1, 1]
honorariums	1.0	1.0	[0, 0, 0, 0, 1, 2, 1, 3, 2, 1]
honorário	1.4	0.91652	[2, 2, 2, 3, 1, 1, 0, 1, 2, 0]
homenageado	2.8	0.87178	[3, 4, 4, 3, 1, 2, 2, 3, 3, 3]
honorário	2.1	0.7	[3, 2, 3, 3, 1, 2, 1, 2, 2, 2]
homenageados	2.3	0.78102	[1, 3, 3, 4, 2, 2, 2, 2, 2, 2]
honorário	1.7	0.78102	[2, 1, 3, 3, 1, 2, 1, 2, 1, 1]
homenageados	1.3	0.45826	[1, 1, 2, 2, 1, 1, 2, 1, 1, 1]
honorífico	1.4	1.2	[2, 2, 2, 2, 2, 1, 2, 1, 2, -2]
honorificamente	2.2	0.74833	[3, 4, 1, 2, 2, 2, 2, 2, 2, 2]
